CATEGORY_EVENT,COUNTRY_SRC,IP_DST,IP_SRC,PORT_DST,PORT_SRC
Traffic Log,AU,143.46.101.81,1.43.23.233,7547,43689
Traffic Log,KR,155.6.212.71,1.11.122.166,55990,55994
Traffic Log,AU,150.133.133.252,1.43.23.233,7547,43689
Traffic Log,AU,150.137.110.81,1.41.151.71,7547,13331
Traffic Log,AU,143.213.203.236,1.43.23.233,7547,43689
Traffic Log,AU,143.46.120.163,1.43.23.233,7547,43689
Traffic Log,AU,143.212.230.108,1.41.151.71,7547,13331
Traffic Log,AU,143.213.133.28,1.41.151.71,7547,13331
Traffic Log,AU,141.190.154.248,1.120.96.193,7547,35622
Traffic Log,AU,150.133.200.125,1.120.96.156,7547,15174
Traffic Log,AU,143.213.158.32,1.43.23.233,7547,43689
Traffic Log,AU,143.214.254.231,1.43.23.233,7547,43689
Traffic Log,AU,143.212.120.155,1.41.151.71,7547,13331
Traffic Log,AU,192.42.88.84,1.41.151.71,7547,13331
Traffic Log,AU,150.137.228.27,1.41.151.71,7547,13331
Traffic Log,AU,143.45.191.250,1.43.23.233,7547,43689
Traffic Log,AU,143.213.8.52,1.43.23.233,7547,43689
Traffic Log,AU,150.133.93.232,1.43.23.233,7547,43689
Traffic Log,AU,143.213.200.133,1.41.151.71,7547,13331
Traffic Log,AU,150.133.67.224,1.42.90.46,2164,62348
Traffic Log,AU,150.133.67.224,1.42.90.46,2164,62348
Traffic Log,AU,155.5.171.121,1.43.23.233,7547,43689
Traffic Log,AU,150.133.109.104,1.41.151.71,7547,13331
Traffic Log,KR,143.214.216.48,1.11.54.122,38568,56698
Traffic Log,AU,143.46.0.49,1.43.23.233,7547,43689
Traffic Log,AU,143.212.106.186,1.43.23.233,7547,43689
Traffic Log,AU,155.6.109.253,1.41.151.71,7547,13331
Traffic Log,AU,143.46.85.120,1.120.96.193,7547,35622
Traffic Log,AU,155.5.143.221,1.43.23.233,7547,35404
Traffic Log,KR,155.5.221.83,1.11.135.145,19506,57815
Traffic Log,AU,155.6.212.71,1.40.160.106,55990,54997
Traffic Log,AU,150.133.219.125,1.43.23.233,7547,43689
Traffic Log,AU,143.46.19.188,1.43.23.233,7547,1230
Traffic Log,AU,143.45.52.89,1.43.23.233,7547,43689
Traffic Log,AU,143.212.123.188,1.41.151.71,7547,13331
Traffic Log,AU,143.45.65.66,1.43.23.233,7547,43689
Traffic Log,AU,150.149.12.131,1.41.151.71,7547,13331
Traffic Log,AU,141.190.213.122,1.41.151.71,7547,13331
Traffic Log,AU,155.6.193.67,1.41.151.71,7547,13331
Traffic Log,AU,143.212.170.53,1.43.23.233,7547,43689
Traffic Log,KR,155.5.211.181,1.11.195.80,55982,49033
Traffic Log,AU,155.6.117.207,1.43.23.233,7547,43689
Traffic Log,AU,141.190.127.92,1.43.23.233,7547,43689
Traffic Log,KR,155.5.247.78,1.11.54.122,46590,56698
Traffic Log,AU,141.190.102.221,1.43.23.233,7547,43689
Traffic Log,KR,143.214.216.48,1.11.54.122,38568,56698
Traffic Log,AU,143.212.47.204,1.43.23.233,7547,43689
Traffic Log,AU,143.212.21.67,1.41.151.71,7547,13331
Traffic Log,AU,141.190.135.210,1.43.23.233,7547,43689
Traffic Log,KR,155.6.197.58,1.11.24.92,15783,34171
Traffic Log,AU,150.137.115.164,1.41.151.71,7547,13331
Traffic Log,KR,143.212.32.179,1.11.125.242,22124,11379
Traffic Log,KR,143.214.255.230,1.11.188.104,47377,21011
Traffic Log,JP,155.5.157.131,1.75.243.162,24820,6881
Traffic Log,JP,144.104.203.167,1.66.34.66,6758,57702
Traffic Log,AU,143.213.52.167,1.120.96.193,7547,35622
Traffic Log,AU,143.46.251.37,1.43.23.233,7547,43689
Traffic Log,AU,143.46.41.213,1.43.23.233,7547,25815
Traffic Log,AU,143.214.57.234,1.42.101.121,53364,6881
Traffic Log,AU,155.5.37.75,1.43.23.233,7547,43689
Traffic Log,KR,143.214.2.125,1.11.150.92,42048,51413
Traffic Log,AU,150.133.215.128,1.120.96.156,7547,15174
Traffic Log,AU,143.213.203.211,1.41.151.71,7547,13331
Traffic Log,AU,143.214.68.233,1.40.218.111,39957,13495
Traffic Log,KR,143.46.151.90,1.11.228.118,21810,10714
Traffic Log,AU,143.45.203.88,1.41.90.217,54923,14715
Traffic Log,AU,155.5.193.122,1.43.23.233,7547,43689
Traffic Log,KR,155.5.212.53,1.11.53.158,55982,2580
Traffic Log,AU,143.214.168.153,1.43.23.233,7547,43689
Traffic Log,AU,155.5.211.197,1.40.147.239,55990,44703
Traffic Log,AU,143.213.139.118,1.120.96.156,7547,15174
Traffic Log,AU,143.45.193.228,1.42.90.46,9694,62348
Traffic Log,AU,141.190.21.142,1.120.131.31,7547,56555
Traffic Log,AU,150.133.150.166,1.120.131.31,7547,56555
Traffic Log,AU,143.214.151.142,1.120.142.235,7547,41148
Traffic Log,AU,141.190.225.219,1.120.148.161,7547,41759
Traffic Log,AU,155.6.176.188,1.120.138.122,7547,54513
Traffic Log,AU,155.6.127.128,1.120.106.232,7547,3274
Traffic Log,AU,155.5.169.28,1.120.149.83,7547,59828
Traffic Log,AU,143.214.251.38,1.120.103.78,7547,53491
Traffic Log,AU,150.137.231.24,1.120.102.50,7547,4696
Traffic Log,AU,143.212.133.229,1.120.138.225,7547,23878
Traffic Log,AU,143.45.23.188,1.120.111.79,7547,48342
Traffic Log,AU,155.5.105.1,1.120.98.86,7547,5209
Traffic Log,AU,141.190.77.125,1.120.138.225,7547,23878
Traffic Log,AU,141.190.233.196,1.120.148.29,7547,1335
Traffic Log,AU,143.212.241.212,1.120.149.86,7547,37949
Traffic Log,AU,155.5.154.168,1.120.131.31,7547,56555
Traffic Log,AU,150.137.158.38,1.120.103.78,7547,53491
Traffic Log,AU,143.213.211.219,1.120.98.86,7547,5209
Traffic Log,AU,150.133.75.189,1.120.108.218,7547,5744
Traffic Log,AU,143.45.66.1,1.120.134.100,7547,56368
Traffic Log,AU,155.5.75.140,1.120.138.225,7547,23878
Traffic Log,AU,143.213.218.220,1.120.138.225,7547,23878
Traffic Log,AU,155.6.248.250,1.120.108.218,7547,5744
Traffic Log,AU,143.212.126.114,1.120.103.78,7547,53491
Traffic Log,AU,143.46.121.163,1.120.147.110,7547,24853
Traffic Log,AU,150.133.133.4,1.120.106.232,7547,3274
Traffic Log,AU,155.6.115.230,1.120.149.83,7547,59828
Traffic Log,AU,155.6.85.206,1.120.138.122,7547,54513
Traffic Log,AU,155.5.52.31,1.120.101.11,7547,15869
Traffic Log,AU,143.212.241.88,1.120.100.112,7547,54461
Traffic Log,AU,150.137.25.164,1.120.100.16,7547,50545
Traffic Log,AU,141.190.167.90,1.120.103.78,7547,53491
Traffic Log,AU,155.5.18.103,1.120.150.243,7547,20641
Traffic Log,AU,150.137.210.184,1.120.109.216,7547,28017
Traffic Log,AU,155.5.240.72,1.120.149.83,7547,59828
Traffic Log,AU,150.137.122.84,1.120.151.104,7547,11496
Traffic Log,AU,143.46.217.24,1.120.108.192,7547,53799
Traffic Log,AU,143.213.16.37,1.120.104.52,7547,15458
Traffic Log,AU,150.137.105.91,1.120.111.79,7547,12335
Traffic Log,AU,143.46.155.153,1.120.103.247,7547,53889
Traffic Log,AU,143.45.113.122,1.120.137.110,7547,15638
Traffic Log,AU,143.213.194.252,1.120.111.7,7547,2564
Traffic Log,AU,141.190.5.179,1.120.105.5,7547,4390
Traffic Log,AU,155.5.116.57,1.120.135.208,7547,8251
Traffic Log,AU,143.212.53.41,1.120.151.104,7547,11496
Traffic Log,AU,143.46.184.234,1.120.98.86,7547,5209
Traffic Log,AU,155.5.127.239,1.120.109.216,7547,28017
Traffic Log,AU,143.214.129.37,1.120.100.61,7547,22890
Traffic Log,AU,143.45.88.119,1.120.108.218,7547,5744
Traffic Log,AU,155.5.140.170,1.120.137.110,7547,15638
Traffic Log,AU,150.133.28.41,1.120.108.218,7547,5744
Traffic Log,AU,150.133.29.222,1.120.98.113,7547,24142
Traffic Log,AU,150.137.254.27,1.120.134.175,7547,55612
Traffic Log,AU,155.5.117.214,1.120.151.104,7547,11496
Traffic Log,AU,143.46.202.208,1.120.105.230,7547,26749
Traffic Log,AU,150.137.231.168,1.120.129.154,7547,61594
Traffic Log,AU,155.5.223.60,1.120.128.57,7547,26416
Traffic Log,AU,150.133.33.13,1.120.151.4,7547,23695
Traffic Log,AU,141.190.167.192,1.120.105.64,7547,11679
Traffic Log,AU,143.214.133.25,1.120.98.113,7547,24142
Traffic Log,AU,155.6.138.91,1.120.137.110,7547,4450
Traffic Log,AU,141.190.239.190,1.120.130.243,7547,57787
Traffic Log,AU,141.190.242.143,1.120.100.152,7547,29073
Traffic Log,AU,141.190.119.10,1.120.131.117,7547,41931
Traffic Log,AU,141.190.79.252,1.120.103.78,7547,53491
Traffic Log,AU,141.190.95.56,1.120.98.245,7547,20509
Traffic Log,AU,143.214.231.216,1.120.136.25,7547,27252
Traffic Log,AU,155.6.135.179,1.120.143.22,7547,9125
Traffic Log,AU,143.213.94.238,1.120.103.78,7547,53491
Traffic Log,AU,150.133.159.250,1.120.128.57,7547,26416
Traffic Log,AU,143.46.102.160,1.120.100.61,7547,22890
Traffic Log,AU,143.45.97.96,1.120.100.61,7547,22890
Traffic Log,AU,155.6.196.189,1.120.98.86,7547,5209
Traffic Log,AU,143.213.190.13,1.120.109.216,7547,28017
Traffic Log,AU,141.190.23.161,1.120.108.218,7547,5744
Traffic Log,AU,150.133.20.69,1.120.100.112,7547,54461
Traffic Log,AU,143.214.245.96,1.120.135.46,7547,33062
Traffic Log,AU,143.45.124.224,1.120.138.122,7547,54513
Traffic Log,AU,143.212.196.95,1.120.102.167,7547,56903
Traffic Log,AU,150.133.176.102,1.120.148.247,7547,60412
Traffic Log,AU,143.212.29.40,1.120.108.61,7547,47498
Traffic Log,AU,143.46.224.110,1.120.100.112,7547,54461
Traffic Log,AU,155.5.99.40,1.120.133.123,7547,40014
Traffic Log,AU,155.6.37.19,1.120.134.175,7547,55612
Traffic Log,AU,143.46.27.51,1.120.106.26,7547,21051
Traffic Log,AU,141.190.47.80,1.120.110.88,7547,9349
Traffic Log,AU,143.45.205.152,1.120.108.218,7547,5744
Traffic Log,AU,143.212.143.149,1.120.131.31,7547,56555
Traffic Log,AU,141.190.142.85,1.120.143.132,7547,48535
Traffic Log,AU,143.213.168.248,1.120.108.218,7547,5744
Traffic Log,AU,155.6.232.91,1.120.145.3,7547,65298
Traffic Log,AU,141.190.2.130,1.120.101.11,7547,15869
Traffic Log,AU,143.45.180.179,1.120.106.232,7547,3274
Traffic Log,AU,143.213.57.106,1.120.108.218,7547,5744
Traffic Log,AU,150.137.213.114,1.120.128.57,7547,26416
Traffic Log,AU,143.212.98.74,1.120.137.110,7547,15638
Traffic Log,AU,150.133.108.116,1.120.106.232,7547,42635
Traffic Log,AU,155.6.149.227,1.120.105.5,7547,4390
Traffic Log,AU,143.214.161.29,1.120.106.26,7547,21051
Traffic Log,AU,143.46.57.207,1.120.131.31,7547,56555
Traffic Log,AU,155.6.162.233,1.120.103.247,7547,53889
Traffic Log,AU,143.213.226.68,1.120.101.11,7547,15869
Traffic Log,AU,155.6.224.135,1.120.138.225,7547,23878
Traffic Log,AU,155.6.29.101,1.120.101.11,7547,15869
Traffic Log,AU,155.5.185.186,1.120.151.104,7547,11496
Traffic Log,AU,143.213.224.240,1.120.110.144,7547,17468
Traffic Log,AU,143.46.251.63,1.120.98.86,7547,5209
Traffic Log,AU,143.212.201.226,1.120.108.218,7547,5744
Traffic Log,AU,143.46.201.9,1.120.101.11,7547,15869
Traffic Log,AU,143.214.76.72,1.120.104.52,7547,15458
Traffic Log,AU,143.214.251.35,1.120.100.112,7547,54461
Traffic Log,AU,143.213.74.248,1.120.151.4,7547,23695
Traffic Log,AU,143.45.125.176,1.120.100.16,7547,50545
Traffic Log,AU,150.137.67.171,1.120.147.110,7547,24853
Traffic Log,AU,143.213.239.145,1.120.149.21,7547,19083
Traffic Log,AU,150.137.113.56,1.120.130.243,7547,57787
Traffic Log,AU,143.213.232.229,1.120.109.216,7547,28017
Traffic Log,AU,143.46.88.37,1.120.138.122,7547,54513
Traffic Log,AU,141.190.241.170,1.120.108.207,7547,36561
Traffic Log,AU,141.190.174.244,1.120.100.61,7547,22890
Traffic Log,AU,143.214.127.2,1.120.146.137,7547,14596
Traffic Log,AU,150.133.174.109,1.120.151.104,7547,11496
Traffic Log,AU,155.6.92.13,1.120.103.78,7547,53491
Traffic Log,AU,141.190.147.65,1.120.103.78,7547,53491
Traffic Log,AU,143.213.242.155,1.120.103.247,7547,53889
Traffic Log,AU,155.6.96.70,1.120.109.216,7547,28017
Traffic Log,AU,143.212.145.140,1.120.139.93,7547,62189
Traffic Log,AU,150.137.102.145,1.120.109.132,7547,18314
Traffic Log,AU,143.46.120.216,1.120.103.78,7547,53491
Traffic Log,AU,150.133.76.226,1.120.149.86,7547,37949
Traffic Log,AU,150.137.199.251,1.120.111.170,7547,34344
Traffic Log,AU,150.133.84.149,1.120.138.122,7547,54513
Traffic Log,AU,143.214.185.136,1.120.104.52,7547,15458
Traffic Log,AU,143.213.206.245,1.120.149.86,7547,37949
Traffic Log,AU,150.133.68.173,1.120.103.78,7547,53491
Traffic Log,AU,143.46.183.73,1.120.110.144,7547,17468
Traffic Log,AU,143.213.187.65,1.120.137.110,7547,15638
Traffic Log,AU,143.212.135.4,1.120.104.52,7547,15458
Traffic Log,AU,143.213.48.5,1.120.98.113,7547,24142
Traffic Log,AU,155.6.63.124,1.120.101.207,7547,46607
Traffic Log,AU,141.190.33.66,1.120.131.31,7547,56555
Traffic Log,AU,155.6.192.32,1.120.108.218,7547,5744
Traffic Log,AU,150.133.162.120,1.120.134.175,7547,55612
Traffic Log,AU,143.212.132.251,1.120.131.126,7547,37949
Traffic Log,AU,155.5.169.183,1.120.108.218,7547,5744
Traffic Log,AU,155.5.18.103,1.120.150.243,7547,20641
Traffic Log,AU,141.190.94.79,1.120.135.10,7547,24706
Traffic Log,AU,143.214.67.184,1.120.104.52,7547,15458
Traffic Log,AU,143.46.38.122,1.120.138.122,7547,54513
Traffic Log,AU,143.212.211.57,1.120.133.123,7547,40014
Traffic Log,AU,143.214.207.217,1.120.146.47,7547,20190
Traffic Log,AU,143.214.212.68,1.120.106.232,7547,48821
Traffic Log,AU,143.214.221.248,1.120.151.104,7547,11496
Traffic Log,AU,143.214.249.130,1.120.100.112,7547,54461
Traffic Log,AU,155.6.0.197,1.120.104.52,7547,15458
Traffic Log,AU,155.6.190.169,1.120.143.132,7547,48535
Traffic Log,AU,141.190.95.250,1.120.98.86,7547,5209
Traffic Log,AU,155.5.83.183,1.120.104.52,7547,15458
Traffic Log,AU,143.213.158.19,1.120.103.247,7547,53889
Traffic Log,AU,143.214.251.156,1.120.98.113,7547,24142
Traffic Log,AU,150.137.66.239,1.120.103.247,7547,53889
Traffic Log,AU,150.137.179.193,1.120.103.78,7547,53491
Traffic Log,AU,155.6.176.239,1.120.141.210,7547,33050
Traffic Log,AU,150.133.252.92,1.120.131.31,7547,56555
Traffic Log,AU,143.46.228.153,1.120.100.61,7547,22890
Traffic Log,AU,150.133.9.136,1.120.110.88,7547,9349
Traffic Log,AU,155.6.213.210,1.120.131.31,7547,56555
Traffic Log,AU,141.190.95.70,1.120.105.230,7547,26749
Traffic Log,AU,150.133.166.182,1.120.134.175,7547,55612
Traffic Log,AU,143.214.106.114,1.120.104.24,7547,39371
Traffic Log,AU,143.213.21.248,1.120.111.7,7547,2564
Traffic Log,AU,143.46.116.6,1.120.104.52,7547,15458
Traffic Log,AU,150.137.186.218,1.120.98.86,7547,5209
Traffic Log,AU,143.214.245.52,1.120.135.10,7547,24706
Traffic Log,AU,150.137.184.113,1.120.103.78,7547,53491
Traffic Log,AU,141.190.230.129,1.120.104.52,7547,15458
Traffic Log,AU,150.133.81.91,1.120.108.218,7547,5744
Traffic Log,AU,143.213.46.88,1.120.98.86,7547,5209
Traffic Log,AU,143.45.39.106,1.120.148.161,7547,4245
Traffic Log,AU,155.5.240.161,1.120.143.132,7547,48535
Traffic Log,AU,143.46.14.157,1.120.137.110,7547,15638
Traffic Log,AU,143.213.88.145,1.120.134.175,7547,55612
Traffic Log,AU,150.133.139.60,1.120.128.57,7547,26416
Traffic Log,AU,150.133.98.97,1.120.104.52,7547,15458
Traffic Log,AU,143.213.222.46,1.120.105.5,7547,4390
Traffic Log,AU,143.46.57.115,1.120.106.232,7547,21919
Traffic Log,AU,143.46.10.23,1.120.103.78,7547,53491
Traffic Log,AU,155.6.5.174,1.120.98.113,7547,24142
Traffic Log,AU,143.213.113.167,1.120.151.104,7547,11496
Traffic Log,AU,150.133.240.172,1.120.130.243,7547,57787
Traffic Log,AU,143.45.200.161,1.120.108.218,7547,5744
Traffic Log,AU,155.5.175.187,1.120.106.232,7547,49815
Traffic Log,AU,150.149.11.28,1.120.104.224,7547,30264
Traffic Log,AU,143.46.88.127,1.120.108.218,7547,5744
Traffic Log,AU,155.6.149.169,1.120.104.92,7547,38326
Traffic Log,AU,143.213.64.232,1.120.111.7,7547,2564
Traffic Log,AU,143.212.114.158,1.120.109.216,7547,28017
Traffic Log,AU,143.212.252.93,1.120.131.31,7547,56555
Traffic Log,AU,143.213.81.42,1.120.100.61,7547,22890
Traffic Log,AU,150.133.3.102,1.120.141.210,7547,33050
Traffic Log,AU,155.6.164.98,1.120.110.88,7547,9349
Traffic Log,AU,141.190.14.126,1.120.98.86,7547,5209
Traffic Log,AU,155.5.176.33,1.120.106.26,7547,21051
Traffic Log,AU,155.5.15.201,1.120.148.29,7547,1335
Traffic Log,AU,143.46.139.194,1.120.98.86,7547,5209
Traffic Log,AU,155.6.221.56,1.120.106.232,7547,42635
Traffic Log,AU,150.137.213.40,1.120.104.127,7547,30464
Traffic Log,AU,143.45.150.46,1.120.137.110,7547,15638
Traffic Log,AU,150.133.85.241,1.120.104.52,7547,15458
Traffic Log,AU,150.137.171.192,1.120.151.4,7547,23695
Traffic Log,AU,155.6.203.250,1.120.131.126,7547,37949
Traffic Log,AU,143.214.20.20,1.120.149.21,7547,19083
Traffic Log,AU,150.149.24.0,1.120.103.247,7547,53889
Traffic Log,AU,143.214.59.107,1.120.110.88,7547,9349
Traffic Log,AU,143.46.98.57,1.120.100.16,7547,50545
Traffic Log,AU,155.6.110.223,1.120.129.185,7547,3115
Traffic Log,AU,150.137.212.143,1.120.103.78,7547,53491
Traffic Log,AU,143.46.217.252,1.120.103.78,7547,53491
Traffic Log,AU,143.213.78.58,1.120.141.210,7547,33050
Traffic Log,AU,150.137.48.103,1.120.141.210,7547,33050
Traffic Log,AU,143.212.1.197,1.120.131.31,7547,56555
Traffic Log,AU,143.213.145.189,1.120.106.26,7547,21051
Traffic Log,AU,155.5.198.128,1.120.130.243,7547,57787
Traffic Log,AU,143.46.136.250,1.120.104.52,7547,15458
Traffic Log,AU,141.190.91.63,1.120.141.210,7547,33050
Traffic Log,AU,143.213.56.99,1.120.103.247,7547,53889
Traffic Log,AU,143.45.55.91,1.120.151.104,7547,11496
Traffic Log,AU,143.214.186.38,1.120.130.243,7547,57787
Traffic Log,AU,141.190.83.37,1.120.110.88,7547,9349
Traffic Log,AU,150.133.221.27,1.120.141.210,7547,33050
Traffic Log,AU,150.137.82.207,1.120.103.78,7547,53491
Traffic Log,AU,143.214.23.88,1.120.111.170,7547,34344
Traffic Log,AU,141.190.13.186,1.120.103.247,7547,53889
Traffic Log,AU,143.214.27.243,1.120.141.210,7547,33050
Traffic Log,AU,143.213.95.56,1.120.131.31,7547,56555
Traffic Log,AU,150.137.20.7,1.120.100.61,7547,22890
Traffic Log,AU,143.212.151.47,1.120.98.113,7547,24142
Traffic Log,AU,143.45.224.44,1.120.109.216,7547,28017
Traffic Log,AU,143.213.181.50,1.120.135.46,7547,33062
Traffic Log,AU,143.213.213.173,1.120.149.83,7547,59828
Traffic Log,AU,143.212.117.71,1.120.129.154,7547,61594
Traffic Log,AU,141.190.95.56,1.120.98.245,7547,20509
Traffic Log,AU,143.214.60.191,1.120.149.86,7547,37949
Traffic Log,AU,143.212.164.72,1.120.110.88,7547,9349
Traffic Log,AU,155.5.24.43,1.120.109.216,7547,28017
Traffic Log,AU,141.190.129.54,1.120.138.225,7547,23878
Traffic Log,AU,143.46.206.221,1.120.137.110,7547,15638
Traffic Log,AU,143.46.78.209,1.120.137.110,7547,15638
Traffic Log,AU,155.5.100.107,1.120.108.207,7547,36561
Traffic Log,AU,143.214.242.228,1.120.101.11,7547,15869
Traffic Log,AU,143.213.15.24,1.120.133.183,7547,35605
Traffic Log,AU,150.137.72.132,1.120.134.175,7547,55612
Traffic Log,AU,141.190.119.24,1.120.106.232,7547,48821
Traffic Log,AU,143.214.222.202,1.120.138.225,7547,23878
Traffic Log,AU,141.190.119.79,1.120.109.216,7547,28017
Traffic Log,AU,155.6.49.59,1.120.128.57,7547,26416
Traffic Log,AU,155.5.91.66,1.120.110.144,7547,17468
Traffic Log,AU,143.214.187.28,1.120.133.123,7547,40014
Traffic Log,AU,143.45.84.46,1.120.130.243,7547,57787
Traffic Log,AU,143.214.2.188,1.120.100.61,7547,22890
Traffic Log,AU,143.213.79.89,1.120.106.232,7547,21919
Traffic Log,AU,143.213.114.170,1.120.106.26,7547,21051
Traffic Log,AU,143.214.135.184,1.120.100.112,7547,54461
Traffic Log,AU,143.213.70.29,1.120.98.86,7547,5209
Traffic Log,AU,150.133.176.102,1.120.148.247,7547,60412
Traffic Log,AU,141.190.130.121,1.120.100.16,7547,50545
Traffic Log,AU,155.5.224.58,1.120.128.57,7547,26416
Traffic Log,AU,143.46.43.223,1.120.104.92,7547,38326
Traffic Log,AU,143.46.250.113,1.120.98.86,7547,5209
Traffic Log,AU,155.5.233.56,1.120.138.122,7547,54513
Traffic Log,AU,143.212.114.158,1.120.109.216,7547,28017
Traffic Log,AU,143.214.199.89,1.120.110.7,7547,39382
Traffic Log,AU,155.5.61.88,1.120.131.31,7547,56555
Traffic Log,AU,155.6.85.201,1.120.110.144,7547,17468
Traffic Log,AU,143.213.127.33,1.120.142.235,7547,41148
Traffic Log,AU,143.214.91.171,1.120.109.132,7547,18314
Traffic Log,AU,143.213.119.163,1.120.106.232,7547,25404
Traffic Log,AU,150.137.18.101,1.120.144.106,7547,21869
Traffic Log,AU,143.46.182.138,1.120.100.16,7547,50545
Traffic Log,AU,150.133.72.39,1.120.109.216,7547,28017
Traffic Log,AU,155.6.85.201,1.120.103.78,7547,53491
Traffic Log,AU,143.213.95.29,1.120.128.57,7547,26416
Traffic Log,AU,143.46.227.173,1.120.104.52,7547,15458
Traffic Log,AU,150.133.152.24,1.120.139.191,7547,1814
Traffic Log,AU,150.137.181.129,1.120.111.7,7547,2564
Traffic Log,AU,155.6.234.122,1.120.133.183,7547,35605
Traffic Log,AU,143.214.211.92,1.120.130.243,7547,57787
Traffic Log,AU,150.133.222.198,1.120.130.243,7547,57787
Traffic Log,AU,150.137.154.26,1.120.111.79,7547,48342
Traffic Log,AU,143.45.114.8,1.120.137.110,7547,15638
Traffic Log,AU,143.45.198.65,1.120.98.86,7547,5209
Traffic Log,AU,150.133.190.29,1.120.102.50,7547,4696
Traffic Log,AU,143.214.152.137,1.120.108.207,7547,36561
Traffic Log,AU,143.213.194.144,1.120.141.210,7547,33050
Traffic Log,AU,150.133.190.102,1.120.98.86,7547,5209
Traffic Log,AU,143.214.77.195,1.120.137.110,7547,15638
Traffic Log,AU,155.6.165.9,1.120.135.208,7547,8251
Traffic Log,AU,143.46.83.32,1.120.138.122,7547,54513
Traffic Log,AU,143.46.47.91,1.120.106.26,7547,21051
Traffic Log,AU,143.212.157.150,1.120.130.243,7547,57787
Traffic Log,AU,141.190.10.61,1.120.129.185,7547,3115
Traffic Log,AU,141.190.66.135,1.120.148.247,7547,60412
Traffic Log,AU,155.6.12.186,1.120.104.52,7547,15458
Traffic Log,AU,141.190.191.41,1.120.104.224,7547,30264
Traffic Log,AU,143.213.97.18,1.120.103.78,7547,53491
Traffic Log,AU,143.45.0.100,1.120.106.232,7547,25404
Traffic Log,AU,141.190.82.228,1.120.140.40,7547,2626
Traffic Log,AU,150.137.64.111,1.120.128.57,7547,26416
Traffic Log,AU,155.6.205.79,1.120.149.83,7547,59828
Traffic Log,AU,143.45.116.131,1.120.109.216,7547,28017
Traffic Log,AU,143.45.85.185,1.120.131.31,7547,56555
Traffic Log,AU,155.5.124.7,1.120.110.7,7547,59256
Traffic Log,AU,143.45.28.134,1.120.133.123,7547,40014
Traffic Log,AU,143.46.224.14,1.120.110.144,7547,17468
Traffic Log,AU,143.213.218.143,1.120.109.216,7547,28017
Traffic Log,AU,143.214.65.24,1.120.109.216,7547,28017
Traffic Log,AU,150.137.114.74,1.120.111.7,7547,2564
Traffic Log,AU,141.190.120.5,1.120.128.70,7547,60186
Traffic Log,AU,143.212.148.100,1.120.100.16,7547,50545
Traffic Log,AU,155.5.63.155,1.120.138.225,7547,23878
Traffic Log,AU,155.5.203.171,1.120.104.52,7547,15458
Traffic Log,AU,150.133.175.8,1.120.138.225,7547,23878
Traffic Log,AU,143.212.214.241,1.120.98.86,7547,5209
Traffic Log,AU,143.45.102.97,1.120.149.83,7547,59828
Traffic Log,AU,155.6.2.57,1.120.137.110,7547,15638
Traffic Log,AU,141.190.75.233,1.120.104.52,7547,15458
Traffic Log,AU,155.5.95.46,1.120.139.93,7547,62189
Traffic Log,AU,143.212.12.184,1.120.103.78,7547,53491
Traffic Log,AU,143.45.2.113,1.120.98.113,7547,24142
Traffic Log,AU,143.214.92.225,1.120.131.117,7547,41931
Traffic Log,AU,150.133.75.220,1.120.109.216,7547,28017
Traffic Log,AU,150.137.213.243,1.120.109.216,7547,28017
Traffic Log,AU,155.6.113.223,1.120.129.154,7547,61594
Traffic Log,AU,143.212.143.80,1.120.110.144,7547,17468
Traffic Log,AU,143.212.198.58,1.120.137.110,7547,12209
Traffic Log,AU,143.46.225.169,1.120.138.122,7547,54513
Traffic Log,AU,143.213.206.154,1.120.103.78,7547,53491
Traffic Log,AU,155.5.85.201,1.120.149.83,7547,59828
Traffic Log,AU,143.45.73.60,1.120.149.86,7547,37949
Traffic Log,AU,150.133.6.238,1.120.149.83,7547,59828
Traffic Log,AU,150.133.189.167,1.120.111.7,7547,2564
Traffic Log,AU,155.6.99.58,1.120.111.7,7547,2564
Traffic Log,AU,141.190.159.221,1.120.151.104,7547,11496
Traffic Log,AU,143.214.150.186,1.120.150.15,7547,1254
Traffic Log,AU,143.45.207.157,1.120.137.110,7547,26437
Traffic Log,AU,143.213.139.1,1.120.109.216,7547,28017
Traffic Log,AU,143.214.119.209,1.120.136.25,7547,27252
Traffic Log,AU,155.5.86.38,1.120.147.110,7547,24853
Traffic Log,AU,150.133.48.184,1.120.109.216,7547,28017
